"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",0,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",0,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",0,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",0,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",0,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",0,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",2032923,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",2115146,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",2198990,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",2534384,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2629757,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2645105,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2731034,,
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",903188,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",927400,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",919618,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",1206360,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",1287087,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",1390146,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",1439579,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",2032923,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",2115146,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",2198990,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",2534384,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2629757,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2645105,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2731034,,
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",903188,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",927400,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",919618,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",1206360,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",1287087,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",1390146,,
"MEX","Mexico","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",1439579,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",0,,
"MEX","Mexico","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",0,,
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"MEX","Mexico","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
